origin_date,scenario_id,age_group,location,target_variables,sample,value
2022-05-22,B-2022-05-22,65-130,FR,inc case,67,17238
2022-05-22,B-2022-05-22,65-130,FR,inc case,68,98007
2022-05-22,B-2022-05-22,65-130,FR,inc case,69,87693
2022-05-22,B-2022-05-22,65-130,FR,inc case,70,68476
2022-05-22,B-2022-05-22,65-130,FR,inc case,71,85834
2022-05-22,B-2022-05-22,65-130,FR,inc case,72,11063
2022-05-22,B-2022-05-22,65-130,FR,inc case,73,39903
2022-05-22,B-2022-05-22,65-130,FR,inc case,74,53754
2022-05-22,B-2022-05-22,65-130,FR,inc case,75,64409
2022-05-22,B-2022-05-22,65-130,FR,inc case,76,11328
2022-05-22,B-2022-05-22,65-130,FR,inc case,77,29816
2022-05-22,B-2022-05-22,65-130,FR,inc case,78,48124
2022-05-22,B-2022-05-22,65-130,FR,inc case,79,52191
2022-05-22,B-2022-05-22,65-130,FR,inc case,80,47332
2022-05-22,B-2022-05-22,65-130,FR,inc case,81,11708
2022-05-22,B-2022-05-22,65-130,FR,inc case,82,10043
2022-05-22,B-2022-05-22,65-130,FR,inc case,83,48629
2022-05-22,B-2022-05-22,65-130,FR,inc case,84,6258
2022-05-22,B-2022-05-22,65-130,FR,inc case,85,3795
2022-05-22,B-2022-05-22,65-130,FR,inc case,86,97505
2022-05-22,B-2022-05-22,65-130,FR,inc case,87,29139
2022-05-22,B-2022-05-22,65-130,FR,inc case,88,71847
2022-05-22,B-2022-05-22,65-130,FR,inc case,89,53635
2022-05-22,B-2022-05-22,65-130,FR,inc case,90,34866
2022-05-22,B-2022-05-22,65-130,FR,inc case,91,19531
2022-05-22,B-2022-05-22,65-130,FR,inc case,92,59778
2022-05-22,B-2022-05-22,65-130,FR,inc case,93,59715
2022-05-22,B-2022-05-22,65-130,FR,inc case,94,24739
2022-05-22,B-2022-05-22,65-130,FR,inc case,95,29228
2022-05-22,B-2022-05-22,65-130,FR,inc case,96,34881
2022-05-22,B-2022-05-22,65-130,FR,inc case,97,36752
2022-05-22,B-2022-05-22,65-130,FR,inc case,98,87596
2022-05-22,B-2022-05-22,65-130,FR,inc case,99,49921
2022-05-22,B-2022-05-22,65-130,FR,inc case,100,21878
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,1,36566
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,2,87997
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,3,6711
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,4,67648
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,5,99157
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,6,51942
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,7,35944
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,8,50528
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,9,37206
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,10,2963
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,11,53994
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,12,19963
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,13,44057
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,14,59051
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,15,8664
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,16,62744
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,17,56350
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,18,1909
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,19,4856
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,20,75699
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,21,56221
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,22,59899
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,23,97966
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,24,87845
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,25,9318
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,26,3141
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,27,3978
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,28,2454
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,29,1709
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,30,88791
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,31,25525
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,32,53740
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,33,61810
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,34,93169
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,35,27774
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,36,62171
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,37,21897
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,38,39051
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,39,17127
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,40,31688
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,41,19422
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,42,27212
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,43,74793
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,44,2678
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,45,10868
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,46,14537
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,47,69956
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,48,34154
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,49,65228
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,50,21958
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,51,5921
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,52,70589
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,53,66922
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,54,35471
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,55,18361
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,56,75277
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,57,24455
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,58,62207
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,59,844
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,60,98864
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,61,93677
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,62,15281
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,63,77820
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,64,40423
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,65,10158
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,66,53399
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,67,29535
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,68,92040
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,69,25557
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,70,91037
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,71,81170
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,72,64280
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,73,97605
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,74,32251
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,75,42238
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,76,42195
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,77,42125
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,78,94522
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,79,87513
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,80,99989
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,81,90210
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,82,23296
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,83,71426
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,84,49385
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,85,84208
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,86,67112
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,87,15079
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,88,94489
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,89,92181
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,90,54201
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,91,56631
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,92,28516
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,93,46487
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,94,89828
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,95,37882
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,96,31607
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,97,97194
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,98,91696
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,99,87502
2022-05-22,B-2022-05-22,65-130,FR,inc hosp,100,54259
2022-05-22,C-2022-05-22,0-15,IE,inc case,1,48148
2022-05-22,C-2022-05-22,0-15,IE,inc case,2,53366
2022-05-22,C-2022-05-22,0-15,IE,inc case,3,24279
2022-05-22,C-2022-05-22,0-15,IE,inc case,4,67123
2022-05-22,C-2022-05-22,0-15,IE,inc case,5,81033
2022-05-22,C-2022-05-22,0-15,IE,inc case,6,81987
2022-05-22,C-2022-05-22,0-15,IE,inc case,7,37177
2022-05-22,C-2022-05-22,0-15,IE,inc case,8,77943
2022-05-22,C-2022-05-22,0-15,IE,inc case,9,95778
2022-05-22,C-2022-05-22,0-15,IE,inc case,10,7435
2022-05-22,C-2022-05-22,0-15,IE,inc case,11,58317
2022-05-22,C-2022-05-22,0-15,IE,inc case,12,16118
2022-05-22,C-2022-05-22,0-15,IE,inc case,13,18272
2022-05-22,C-2022-05-22,0-15,IE,inc case,14,4044
2022-05-22,C-2022-05-22,0-15,IE,inc case,15,64792
2022-05-22,C-2022-05-22,0-15,IE,inc case,16,25398
2022-05-22,C-2022-05-22,0-15,IE,inc case,17,27338
2022-05-22,C-2022-05-22,0-15,IE,inc case,18,52120
2022-05-22,C-2022-05-22,0-15,IE,inc case,19,90598
2022-05-22,C-2022-05-22,0-15,IE,inc case,20,82500
2022-05-22,C-2022-05-22,0-15,IE,inc case,21,33304
2022-05-22,C-2022-05-22,0-15,IE,inc case,22,57598
2022-05-22,C-2022-05-22,0-15,IE,inc case,23,60472
2022-05-22,C-2022-05-22,0-15,IE,inc case,24,39094
2022-05-22,C-2022-05-22,0-15,IE,inc case,25,56337
2022-05-22,C-2022-05-22,0-15,IE,inc case,26,19765
2022-05-22,C-2022-05-22,0-15,IE,inc case,27,33722
2022-05-22,C-2022-05-22,0-15,IE,inc case,28,64731
2022-05-22,C-2022-05-22,0-15,IE,inc case,29,52973
2022-05-22,C-2022-05-22,0-15,IE,inc case,30,90002
2022-05-22,C-2022-05-22,0-15,IE,inc case,31,49544
2022-05-22,C-2022-05-22,0-15,IE,inc case,32,16990
2022-05-22,C-2022-05-22,0-15,IE,inc case,33,93752
2022-05-22,C-2022-05-22,0-15,IE,inc case,34,15815
2022-05-22,C-2022-05-22,0-15,IE,inc case,35,37638
2022-05-22,C-2022-05-22,0-15,IE,inc case,36,93905
2022-05-22,C-2022-05-22,0-15,IE,inc case,37,49290
2022-05-22,C-2022-05-22,0-15,IE,inc case,38,88990
2022-05-22,C-2022-05-22,0-15,IE,inc case,39,89737
2022-05-22,C-2022-05-22,0-15,IE,inc case,40,37419
2022-05-22,C-2022-05-22,0-15,IE,inc case,41,64961
2022-05-22,C-2022-05-22,0-15,IE,inc case,42,99342
2022-05-22,C-2022-05-22,0-15,IE,inc case,43,62009
2022-05-22,C-2022-05-22,0-15,IE,inc case,44,55629
2022-05-22,C-2022-05-22,0-15,IE,inc case,45,75316
2022-05-22,C-2022-05-22,0-15,IE,inc case,46,82223
2022-05-22,C-2022-05-22,0-15,IE,inc case,47,14848
2022-05-22,C-2022-05-22,0-15,IE,inc case,48,99688
2022-05-22,C-2022-05-22,0-15,IE,inc case,49,98047
2022-05-22,C-2022-05-22,0-15,IE,inc case,50,14160
2022-05-22,C-2022-05-22,0-15,IE,inc case,51,56291
2022-05-22,C-2022-05-22,0-15,IE,inc case,52,63389
2022-05-22,C-2022-05-22,0-15,IE,inc case,53,85971
2022-05-22,C-2022-05-22,0-15,IE,inc case,54,47164
2022-05-22,C-2022-05-22,0-15,IE,inc case,55,16541
2022-05-22,C-2022-05-22,0-15,IE,inc case,56,91971
2022-05-22,C-2022-05-22,0-15,IE,inc case,57,37533
2022-05-22,C-2022-05-22,0-15,IE,inc case,58,22437
2022-05-22,C-2022-05-22,0-15,IE,inc case,59,63074
2022-05-22,C-2022-05-22,0-15,IE,inc case,60,62116
2022-05-22,C-2022-05-22,0-15,IE,inc case,61,44886
2022-05-22,C-2022-05-22,0-15,IE,inc case,62,1347
2022-05-22,C-2022-05-22,0-15,IE,inc case,63,24862
2022-05-22,C-2022-05-22,0-15,IE,inc case,64,94193
2022-05-22,C-2022-05-22,0-15,IE,inc case,65,35756
2022-05-22,C-2022-05-22,0-15,IE,inc case,66,86718
2022-05-22,C-2022-05-22,0-15,IE,inc case,67,98395
2022-05-22,C-2022-05-22,0-15,IE,inc case,68,13010
2022-05-22,C-2022-05-22,0-15,IE,inc case,69,40580
2022-05-22,C-2022-05-22,0-15,IE,inc case,70,57399
2022-05-22,C-2022-05-22,0-15,IE,inc case,71,19962
2022-05-22,C-2022-05-22,0-15,IE,inc case,72,62776
2022-05-22,C-2022-05-22,0-15,IE,inc case,73,5204
2022-05-22,C-2022-05-22,0-15,IE,inc case,74,85833
2022-05-22,C-2022-05-22,0-15,IE,inc case,75,7906
2022-05-22,C-2022-05-22,0-15,IE,inc case,76,39550
2022-05-22,C-2022-05-22,0-15,IE,inc case,77,456
2022-05-22,C-2022-05-22,0-15,IE,inc case,78,63883
2022-05-22,C-2022-05-22,0-15,IE,inc case,79,54213
2022-05-22,C-2022-05-22,0-15,IE,inc case,80,2753
2022-05-22,C-2022-05-22,0-15,IE,inc case,81,5694
2022-05-22,C-2022-05-22,0-15,IE,inc case,82,82480
2022-05-22,C-2022-05-22,0-15,IE,inc case,83,99692
2022-05-22,C-2022-05-22,0-15,IE,inc case,84,11026
2022-05-22,C-2022-05-22,0-15,IE,inc case,85,90502
2022-05-22,C-2022-05-22,0-15,IE,inc case,86,77884
2022-05-22,C-2022-05-22,0-15,IE,inc case,87,22960
2022-05-22,C-2022-05-22,0-15,IE,inc case,88,49328
2022-05-22,C-2022-05-22,0-15,IE,inc case,89,89610
2022-05-22,C-2022-05-22,0-15,IE,inc case,90,68118
2022-05-22,C-2022-05-22,0-15,IE,inc case,91,92437
2022-05-22,C-2022-05-22,0-15,IE,inc case,92,6367
2022-05-22,C-2022-05-22,0-15,IE,inc case,93,27405
2022-05-22,C-2022-05-22,0-15,IE,inc case,94,62444
2022-05-22,C-2022-05-22,0-15,IE,inc case,95,90728
2022-05-22,C-2022-05-22,0-15,IE,inc case,96,21139
2022-05-22,C-2022-05-22,0-15,IE,inc case,97,47564
2022-05-22,C-2022-05-22,0-15,IE,inc case,98,97838
2022-05-22,C-2022-05-22,0-15,IE,inc case,99,50223
2022-05-22,C-2022-05-22,0-15,IE,inc case,100,60959
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,1,22013
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,2,91858
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,3,97004
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,4,71164
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,5,65120
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,6,72156
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,7,89168
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,8,49295
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,9,66442
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,10,32635
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,11,95911
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,12,5623
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,13,53624
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,14,26128
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,15,14152
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,16,41559
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,17,87024
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,18,68544
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,19,52510
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,20,36542
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,21,8989
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,22,30199
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,23,3753
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,24,87356
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,25,83446
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,26,14437
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,27,85919
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,28,7784
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,29,34013
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,30,97257
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,31,84240
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,32,30829
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,33,30604
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,34,39202
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,35,91193
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,36,85224
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,37,63239
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,38,9012
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,39,53626
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,40,40778
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,41,71480
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,42,17158
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,43,28363
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,44,47403
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,45,82998
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,46,56928
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,47,67878
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,48,2564
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,49,83916
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,50,7059
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,51,37370
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,52,34130
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,53,45552
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,54,52306
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,55,67023
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,56,46943
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,57,43983
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,58,91340
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,59,55227
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,60,88799
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,61,97922
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,62,60363
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,63,72127
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,64,46566
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,65,99844
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,66,5187
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,67,86046
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,68,138
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,69,40054
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,70,6973
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,71,86189
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,72,37631
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,73,54139
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,74,61875
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,75,48695
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,76,59370
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,77,94892
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,78,47926
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,79,62374
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,80,96943
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,81,69147
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,82,89395
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,83,64507
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,84,55814
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,85,65681
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,86,6691
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,87,16884
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,88,70156
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,89,66809
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,90,45059
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,91,62238
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,92,47401
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,93,95625
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,94,36873
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,95,24683
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,96,91268
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,97,79114
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,98,61254
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,99,31029
2022-05-22,C-2022-05-22,0-15,IE,inc hosp,100,31977
2022-05-22,C-2022-05-22,0-15,PL,inc case,1,86423
2022-05-22,C-2022-05-22,0-15,PL,inc case,2,46903
2022-05-22,C-2022-05-22,0-15,PL,inc case,3,82050
2022-05-22,C-2022-05-22,0-15,PL,inc case,4,7864
2022-05-22,C-2022-05-22,0-15,PL,inc case,5,99435
2022-05-22,C-2022-05-22,0-15,PL,inc case,6,29797
2022-05-22,C-2022-05-22,0-15,PL,inc case,7,91497
2022-05-22,C-2022-05-22,0-15,PL,inc case,8,41041
2022-05-22,C-2022-05-22,0-15,PL,inc case,9,32617
2022-05-22,C-2022-05-22,0-15,PL,inc case,10,84711
2022-05-22,C-2022-05-22,0-15,PL,inc case,11,45583
2022-05-22,C-2022-05-22,0-15,PL,inc case,12,77042
2022-05-22,C-2022-05-22,0-15,PL,inc case,13,91510
2022-05-22,C-2022-05-22,0-15,PL,inc case,14,8852
2022-05-22,C-2022-05-22,0-15,PL,inc case,15,24964
2022-05-22,C-2022-05-22,0-15,PL,inc case,16,81578
2022-05-22,C-2022-05-22,0-15,PL,inc case,17,74816
2022-05-22,C-2022-05-22,0-15,PL,inc case,18,57347
2022-05-22,C-2022-05-22,0-15,PL,inc case,19,98611
2022-05-22,C-2022-05-22,0-15,PL,inc case,20,49697
2022-05-22,C-2022-05-22,0-15,PL,inc case,21,60273
2022-05-22,C-2022-05-22,0-15,PL,inc case,22,69881
2022-05-22,C-2022-05-22,0-15,PL,inc case,23,16959
2022-05-22,C-2022-05-22,0-15,PL,inc case,24,48830
2022-05-22,C-2022-05-22,0-15,PL,inc case,25,53879
2022-05-22,C-2022-05-22,0-15,PL,inc case,26,44664
2022-05-22,C-2022-05-22,0-15,PL,inc case,27,3292
2022-05-22,C-2022-05-22,0-15,PL,inc case,28,33469
2022-05-22,C-2022-05-22,0-15,PL,inc case,29,81717
2022-05-22,C-2022-05-22,0-15,PL,inc case,30,38839
2022-05-22,C-2022-05-22,0-15,PL,inc case,31,46988
2022-05-22,C-2022-05-22,0-15,PL,inc case,32,69761
2022-05-22,C-2022-05-22,0-15,PL,inc case,33,58426
2022-05-22,C-2022-05-22,0-15,PL,inc case,34,36066
2022-05-22,C-2022-05-22,0-15,PL,inc case,35,32447
2022-05-22,C-2022-05-22,0-15,PL,inc case,36,82051
2022-05-22,C-2022-05-22,0-15,PL,inc case,37,42894
2022-05-22,C-2022-05-22,0-15,PL,inc case,38,78345
2022-05-22,C-2022-05-22,0-15,PL,inc case,39,24553
2022-05-22,C-2022-05-22,0-15,PL,inc case,40,86522
2022-05-22,C-2022-05-22,0-15,PL,inc case,41,17061
2022-05-22,C-2022-05-22,0-15,PL,inc case,42,71212
2022-05-22,C-2022-05-22,0-15,PL,inc case,43,89950
2022-05-22,C-2022-05-22,0-15,PL,inc case,44,53898
2022-05-22,C-2022-05-22,0-15,PL,inc case,45,74122
2022-05-22,C-2022-05-22,0-15,PL,inc case,46,88782
2022-05-22,C-2022-05-22,0-15,PL,inc case,47,84792
2022-05-22,C-2022-05-22,0-15,PL,inc case,48,35888
2022-05-22,C-2022-05-22,0-15,PL,inc case,49,45545
2022-05-22,C-2022-05-22,0-15,PL,inc case,50,30538
2022-05-22,C-2022-05-22,0-15,PL,inc case,51,6645
2022-05-22,C-2022-05-22,0-15,PL,inc case,52,84887
2022-05-22,C-2022-05-22,0-15,PL,inc case,53,52656
2022-05-22,C-2022-05-22,0-15,PL,inc case,54,79634
2022-05-22,C-2022-05-22,0-15,PL,inc case,55,54900
2022-05-22,C-2022-05-22,0-15,PL,inc case,56,85552
2022-05-22,C-2022-05-22,0-15,PL,inc case,57,31042
2022-05-22,C-2022-05-22,0-15,PL,inc case,58,9817
2022-05-22,C-2022-05-22,0-15,PL,inc case,59,34910
2022-05-22,C-2022-05-22,0-15,PL,inc case,60,82169
2022-05-22,C-2022-05-22,0-15,PL,inc case,61,78900
2022-05-22,C-2022-05-22,0-15,PL,inc case,62,22836
2022-05-22,C-2022-05-22,0-15,PL,inc case,63,64362
2022-05-22,C-2022-05-22,0-15,PL,inc case,64,41024
2022-05-22,C-2022-05-22,0-15,PL,inc case,65,20941
2022-05-22,C-2022-05-22,0-15,PL,inc case,66,9261
2022-05-22,C-2022-05-22,0-15,PL,inc case,67,75489
2022-05-22,C-2022-05-22,0-15,PL,inc case,68,15395
2022-05-22,C-2022-05-22,0-15,PL,inc case,69,74818
2022-05-22,C-2022-05-22,0-15,PL,inc case,70,90897
2022-05-22,C-2022-05-22,0-15,PL,inc case,71,58000
2022-05-22,C-2022-05-22,0-15,PL,inc case,72,23285
2022-05-22,C-2022-05-22,0-15,PL,inc case,73,78522
2022-05-22,C-2022-05-22,0-15,PL,inc case,74,57849
2022-05-22,C-2022-05-22,0-15,PL,inc case,75,16484
2022-05-22,C-2022-05-22,0-15,PL,inc case,76,61522
2022-05-22,C-2022-05-22,0-15,PL,inc case,77,51024
2022-05-22,C-2022-05-22,0-15,PL,inc case,78,27912
2022-05-22,C-2022-05-22,0-15,PL,inc case,79,46445
2022-05-22,C-2022-05-22,0-15,PL,inc case,80,71238
2022-05-22,C-2022-05-22,0-15,PL,inc case,81,46983
2022-05-22,C-2022-05-22,0-15,PL,inc case,82,74338
2022-05-22,C-2022-05-22,0-15,PL,inc case,83,50221
2022-05-22,C-2022-05-22,0-15,PL,inc case,84,58625
2022-05-22,C-2022-05-22,0-15,PL,inc case,85,50847
2022-05-22,C-2022-05-22,0-15,PL,inc case,86,94167
2022-05-22,C-2022-05-22,0-15,PL,inc case,87,41343
2022-05-22,C-2022-05-22,0-15,PL,inc case,88,24586
2022-05-22,C-2022-05-22,0-15,PL,inc case,89,19075
2022-05-22,C-2022-05-22,0-15,PL,inc case,90,14412
